iter	Accuracy	MultiClass
112	0.8024466854	0.448959015
113	0.8019507357	0.4487143292
114	0.8024466854	0.4485232366
115	0.8024466854	0.4483917429
116	0.8027773186	0.4481310905
117	0.8022813688	0.4479126935
118	0.8029426351	0.4476898662
119	0.8027773186	0.4474641305
120	0.8027773186	0.4473268505
121	0.802612002	0.4471745954
122	0.802612002	0.4469521892
123	0.8029426351	0.446776223
124	0.8031079517	0.4465755639
125	0.8031079517	0.4464247386
126	0.8031079517	0.4460335928
127	0.8031079517	0.4457760413
128	0.8029426351	0.4456033467
129	0.802612002	0.4453965394
130	0.8027773186	0.445274451
131	0.802612002	0.4451641697
132	0.8027773186	0.4449455204
133	0.802612002	0.444757814
134	0.802612002	0.4447179229
135	0.8027773186	0.4445925197
136	0.802612002	0.4445478838
137	0.8024466854	0.4443839391
138	0.8029426351	0.4442057165
139	0.8032732683	0.4440599125
140	0.8029426351	0.443950664
141	0.8034385849	0.4438220809
142	0.8034385849	0.4436772974
143	0.8032732683	0.4435435993
144	0.8032732683	0.4433511896
145	0.8031079517	0.4432722059
146	0.8031079517	0.443189816
147	0.8031079517	0.4429709742
148	0.8032732683	0.4428487294
149	0.8034385849	0.4428212725
150	0.8036039015	0.4427349139
151	0.8037692181	0.4426149858
152	0.8036039015	0.4424967196
153	0.8037692181	0.442371775
154	0.8037692181	0.4421031465
155	0.8036039015	0.4420470926
156	0.8036039015	0.4419919372
157	0.8036039015	0.4418459637
158	0.8036039015	0.4417244004
159	0.8037692181	0.4416722163
160	0.8037692181	0.4415947546
161	0.8040998512	0.4414817325
162	0.8037692181	0.4414354128
163	0.8044304844	0.4412974176
164	0.8040998512	0.4411735098
165	0.8042651678	0.441039367
166	0.8042651678	0.4410132829
167	0.8044304844	0.4407146604
168	0.8042651678	0.44069696
169	0.8047611175	0.4406196745
170	0.8047611175	0.44049557
171	0.804595801	0.440391191
172	0.804595801	0.4403126264
173	0.8049264341	0.4402134699
174	0.8059183336	0.4401416301
175	0.805753017	0.4400778298
176	0.8049264341	0.4400577132
177	0.8049264341	0.4400572446
178	0.8060836502	0.4399617767
179	0.8059183336	0.4399053785
180	0.805753017	0.4398438663
181	0.8059183336	0.4397833415
182	0.8059183336	0.4396956024
183	0.8059183336	0.4396894918
184	0.8060836502	0.4396107138
185	0.805753017	0.4395693172
186	0.805753017	0.4395336243
187	0.805753017	0.4394374789
188	0.8055877004	0.4391161503
189	0.8059183336	0.4387406043
190	0.805753017	0.4386800411
191	0.8054223839	0.4386117866
192	0.805753017	0.4384513112
193	0.8055877004	0.438409844
194	0.8059183336	0.4383541336
195	0.8064142834	0.4382177959
196	0.8064142834	0.437937492
197	0.8055877004	0.4377496836
198	0.8060836502	0.4376610565
199	0.8060836502	0.4375500523
200	0.8064142834	0.4375111489
201	0.8060836502	0.4374816662
202	0.8060836502	0.4373661445
203	0.8059183336	0.4371360167
204	0.8059183336	0.4369957129
205	0.8060836502	0.4369228556
206	0.8059183336	0.4368874829
207	0.8060836502	0.436776892
208	0.8060836502	0.436721399
209	0.8059183336	0.436640478
210	0.8060836502	0.4365445873
211	0.8060836502	0.4365438883
212	0.8060836502	0.4365131009
213	0.8060836502	0.4364311973
214	0.8059183336	0.4364041679
215	0.8060836502	0.4363885452
216	0.8060836502	0.4363592743
217	0.8060836502	0.4363113564
218	0.8062489668	0.4362596631
219	0.8062489668	0.4360628433
220	0.8064142834	0.4359354296
221	0.8067449165	0.4358671708
222	0.8062489668	0.4356584828
223	0.8064142834	0.435555447
224	0.8062489668	0.4354859385
225	0.8060836502	0.4354537439
226	0.8064142834	0.4354404921
227	0.8064142834	0.43542286
228	0.8065795999	0.4352151693
229	0.8065795999	0.4351632311
230	0.8062489668	0.4351402507
231	0.8065795999	0.435103355
232	0.8065795999	0.4349726396
233	0.8065795999	0.434932514
234	0.8067449165	0.4349092762
235	0.8067449165	0.434856535
236	0.8067449165	0.43483889
237	0.8069102331	0.4346849584
238	0.8065795999	0.434631796
239	0.8062489668	0.434561093
240	0.8059183336	0.4345048211
241	0.805753017	0.4344449657
242	0.805753017	0.434419511
243	0.805753017	0.4343483798
244	0.8059183336	0.4342955144
245	0.8060836502	0.4342377484
246	0.8059183336	0.4339955702
247	0.8059183336	0.433932879
248	0.8059183336	0.4338828099
249	0.8062489668	0.4338667301
250	0.8060836502	0.4337868754
251	0.8064142834	0.4337005228
252	0.8062489668	0.4336931111
253	0.8060836502	0.4336880413
254	0.8064142834	0.4336322844
255	0.8062489668	0.4335602321
256	0.8062489668	0.4335412247
257	0.8062489668	0.4334708359
258	0.8062489668	0.4334303911
259	0.8064142834	0.4333635707
260	0.8065795999	0.4332730745
261	0.8065795999	0.4332040488
262	0.8065795999	0.4330787896
263	0.8064142834	0.4329502654
264	0.8064142834	0.4328866906
265	0.8065795999	0.4328691987
266	0.8062489668	0.4328516609
267	0.8072408663	0.4328000349
268	0.8074061828	0.4327524201
269	0.8074061828	0.4326481947
270	0.8074061828	0.4325418145
271	0.8079021326	0.4324248018
272	0.8080674492	0.4323319344
273	0.8082327657	0.4321467533
274	0.8080674492	0.4321359701
275	0.8082327657	0.4320722832
276	0.8083980823	0.4320105744
277	0.8083980823	0.4319104591
278	0.8082327657	0.4316544498
279	0.8082327657	0.4315704069
280	0.8082327657	0.4315648539
281	0.8083980823	0.4315464834
282	0.8083980823	0.4314994659
283	0.8083980823	0.431419486
284	0.8082327657	0.4314012775
285	0.8083980823	0.4313723548
286	0.8087287155	0.4313235719
287	0.8083980823	0.4311305407
288	0.8082327657	0.4311099078
289	0.8082327657	0.4310905282
290	0.8083980823	0.4310752542
291	0.8085633989	0.4310512783
292	0.8085633989	0.430973
293	0.8087287155	0.43097029
294	0.8087287155	0.4309282982
295	0.8087287155	0.4308870598
296	0.8087287155	0.4308488121
297	0.8085633989	0.4308111722
298	0.8087287155	0.430764154
299	0.8083980823	0.430659362
300	0.8083980823	0.4306119498
301	0.8085633989	0.4304878029
302	0.8083980823	0.4304118121
303	0.8083980823	0.4304015183
304	0.8083980823	0.4303088624
305	0.8082327657	0.4302611868
306	0.8082327657	0.4302560474
307	0.8082327657	0.4302379658
308	0.8080674492	0.4301236506
309	0.8080674492	0.430109925
310	0.8079021326	0.4300656688
311	0.8079021326	0.4300542383
312	0.8080674492	0.4297285034
313	0.807736816	0.4296966014
314	0.8082327657	0.4296682258
315	0.8080674492	0.4296359937
316	0.8083980823	0.4296035233
317	0.8075714994	0.4295002461
318	0.8083980823	0.4293895109
319	0.8085633989	0.4293746041
320	0.8088940321	0.429306324
321	0.8092246652	0.4292427873
322	0.8093899818	0.4292299315
323	0.8092246652	0.4289999986
324	0.8088940321	0.4288457891
325	0.8088940321	0.4287497052
326	0.8088940321	0.4287277844
327	0.8090593487	0.4287198348
328	0.8092246652	0.4287070523
329	0.8093899818	0.4286907855
330	0.8092246652	0.4285764069
331	0.809720615	0.4285138896
332	0.8098859316	0.4285024292
333	0.8095552984	0.4284753672
334	0.8095552984	0.4284026259
335	0.8095552984	0.428264465
336	0.8088940321	0.4281662875
337	0.8093899818	0.4281194806
338	0.8093899818	0.4280492795
339	0.8093899818	0.4279972636
340	0.8092246652	0.4279673219
341	0.8095552984	0.4279274139
342	0.8093899818	0.4278540884
343	0.809720615	0.4277814218
344	0.809720615	0.427764831
345	0.809720615	0.4277587293
346	0.809720615	0.4274377997
347	0.809720615	0.4274317218
348	0.809720615	0.4273979273
349	0.809720615	0.4273872215
350	0.809720615	0.4273156819
351	0.8095552984	0.4271736426
352	0.8095552984	0.4271324019
353	0.8093899818	0.4270535048
354	0.8093899818	0.4269795646
355	0.8092246652	0.4268735113
356	0.8092246652	0.4268688451
357	0.8092246652	0.4268607536
358	0.8093899818	0.4268389047
359	0.8093899818	0.4267449546
360	0.8095552984	0.4265769116
361	0.8095552984	0.426526277
362	0.8090593487	0.4264994321
363	0.8093899818	0.4263888525
364	0.809720615	0.4263626059
365	0.8095552984	0.4261707659
366	0.8095552984	0.4259218876
367	0.8100512481	0.4258967248
368	0.8100512481	0.4258585739
369	0.8102165647	0.4257507516
370	0.8098859316	0.4256452954
371	0.8102165647	0.4256232454
372	0.8100512481	0.4255638497
373	0.8098859316	0.4255257738
374	0.8100512481	0.4255129986
375	0.8102165647	0.4254989873
376	0.8098859316	0.4254157448
377	0.8098859316	0.4253582172
378	0.809720615	0.4253306306
379	0.809720615	0.4252935916
380	0.809720615	0.4252061714
381	0.8098859316	0.4251287227
382	0.8098859316	0.4250770549
383	0.8098859316	0.4250514187
384	0.8098859316	0.4250325007
385	0.8098859316	0.424967536
386	0.8098859316	0.4249074247
387	0.8098859316	0.4247405641
388	0.8098859316	0.4246740778
389	0.809720615	0.4244410601
390	0.809720615	0.4244176092
391	0.8098859316	0.4244088202
392	0.8100512481	0.4243555057
393	0.8102165647	0.4242189384
394	0.8102165647	0.4241882569
395	0.8102165647	0.4241820108
396	0.8103818813	0.4241450486
397	0.8103818813	0.4240923201
398	0.8103818813	0.4240550088
399	0.8105471979	0.4239828684
400	0.810877831	0.4238975374
401	0.8112084642	0.423820405
402	0.8112084642	0.4237506574
403	0.8112084642	0.4237435532
404	0.8112084642	0.4237382395
405	0.8113737808	0.4236844222
406	0.8113737808	0.4236310926
407	0.8115390974	0.4236088907
408	0.8118697305	0.4235891486
409	0.811704414	0.4235615625
410	0.8113737808	0.4234627549
411	0.8115390974	0.4234336374
412	0.8115390974	0.423370976
413	0.8110431476	0.4233380056
414	0.8112084642	0.4233152033
415	0.8115390974	0.4232660111
416	0.8120350471	0.4232449571
417	0.8120350471	0.4232295508
418	0.8120350471	0.4231624122
419	0.8120350471	0.4230777723
420	0.8122003637	0.4230595181
421	0.8125309969	0.4230329736
422	0.8123656803	0.4230210134
423	0.8120350471	0.4229985966
424	0.8122003637	0.4229274416
425	0.8122003637	0.4228797116
426	0.8122003637	0.4227664553
427	0.8122003637	0.4227520922
428	0.8122003637	0.4227008524
429	0.8122003637	0.4226474877
430	0.8122003637	0.4225082041
431	0.8122003637	0.4225015035
432	0.8122003637	0.4224568511
433	0.8120350471	0.4224098352
434	0.8120350471	0.4223918885
435	0.8122003637	0.4223748994
436	0.8122003637	0.4223548657
437	0.8122003637	0.4222848925
438	0.8122003637	0.4222576123
439	0.8122003637	0.4222156526
440	0.8120350471	0.4221433682
441	0.8120350471	0.422126937
442	0.8120350471	0.4221178522
443	0.8120350471	0.4221062804
444	0.8120350471	0.4220923351
445	0.8118697305	0.4219664755
446	0.8118697305	0.421959354
447	0.8120350471	0.4219336097
448	0.811704414	0.4218726294
449	0.811704414	0.4218503319
450	0.811704414	0.421848771
451	0.811704414	0.4218151658
452	0.811704414	0.421776
453	0.8120350471	0.4216877634
454	0.8118697305	0.4216665649
455	0.8118697305	0.4216453604
456	0.8118697305	0.4216329972
457	0.8118697305	0.4216174486
458	0.8118697305	0.4216069757
459	0.8120350471	0.42154522
460	0.8118697305	0.4215103542
461	0.8120350471	0.4214191442
462	0.8120350471	0.4213670138
463	0.8122003637	0.4213556682
464	0.8122003637	0.4213199561
465	0.8126963134	0.4211561659
466	0.81286163	0.4211324212
467	0.8130269466	0.4210761882
468	0.8131922632	0.4210351939
469	0.8131922632	0.4210078431
470	0.8130269466	0.4209709507
471	0.81286163	0.420933908
472	0.81286163	0.4209055925
473	0.81286163	0.4208891446
474	0.8130269466	0.4208473388
475	0.8130269466	0.4208261951
476	0.8130269466	0.4208155583
477	0.81286163	0.4207774633
478	0.81286163	0.4207461415
479	0.81286163	0.4207388872
480	0.8131922632	0.4207204861
481	0.81286163	0.4206868016
482	0.81286163	0.4206791152
483	0.8130269466	0.4206339149
484	0.8130269466	0.4206130219
485	0.81286163	0.4206026571
486	0.8130269466	0.4205641901
487	0.8130269466	0.420539106
488	0.8130269466	0.4204932152
489	0.8130269466	0.4204873162
490	0.81286163	0.4204509208
491	0.8130269466	0.4203783982
492	0.8130269466	0.4203488598
493	0.8130269466	0.4203250829
494	0.8130269466	0.4203032872
495	0.81286163	0.4202746582
496	0.8126963134	0.4202425035
497	0.8130269466	0.4201821238
498	0.8131922632	0.4201432446
499	0.8133575798	0.4201086247
500	0.8133575798	0.4201046961
501	0.8131922632	0.4200372602
502	0.8131922632	0.4200274197
503	0.8136882129	0.4199934723
504	0.8136882129	0.4199490269
505	0.8136882129	0.4199131026
506	0.8138535295	0.4198862262
507	0.8138535295	0.4198755801
508	0.8138535295	0.4198671084
509	0.8138535295	0.4197906639
510	0.8138535295	0.4197820938
511	0.8138535295	0.4197283192
512	0.8138535295	0.4197210758
513	0.8138535295	0.4197088847
514	0.8138535295	0.4196919756
515	0.8138535295	0.4196878746
516	0.8138535295	0.4196782041
517	0.8138535295	0.4196760688
518	0.8138535295	0.4196579542
519	0.8136882129	0.4196434922
520	0.8138535295	0.4196062556
521	0.8141841627	0.4195559708
522	0.8141841627	0.4195274275
523	0.8141841627	0.4193236742
524	0.8141841627	0.4192713423
525	0.8141841627	0.4192674881
526	0.8141841627	0.4192612044
527	0.8141841627	0.4192532897
528	0.8141841627	0.4192141961
529	0.8143494793	0.4191927784
530	0.8143494793	0.4190829055
531	0.8145147958	0.4190689427
532	0.8145147958	0.4190092179
533	0.8146801124	0.4189065318
534	0.814845429	0.4188966696
535	0.8146801124	0.4188636701
536	0.8146801124	0.4188536374
537	0.814845429	0.4188062427
538	0.814845429	0.418793539
539	0.814845429	0.4187751498
540	0.814845429	0.4187704519
541	0.8146801124	0.4186373662
542	0.8146801124	0.4186312051
543	0.8146801124	0.4185227444
544	0.8145147958	0.4185091717
545	0.814845429	0.4184600514
546	0.8145147958	0.4184223713
547	0.8145147958	0.4183807329
548	0.814845429	0.4183549935
549	0.814845429	0.4183209248
550	0.814845429	0.4182920566
551	0.8146801124	0.418276478
552	0.814845429	0.4182657488
553	0.814845429	0.4182491171
554	0.814845429	0.4182383178
555	0.814845429	0.4181983016
556	0.8150107456	0.4181883075
557	0.8150107456	0.4181423206
558	0.8150107456	0.4181240053
559	0.8151760622	0.4181127797
560	0.8153413787	0.418090508
561	0.8151760622	0.4180597888
562	0.8150107456	0.4180534443
563	0.8150107456	0.4179283049
564	0.8150107456	0.4179169065
565	0.8150107456	0.4179044373
566	0.814845429	0.4178816389
567	0.814845429	0.4178504287
568	0.814845429	0.4176738422
569	0.814845429	0.417670103
570	0.814845429	0.4176136585
571	0.814845429	0.4176014489
572	0.814845429	0.4175845101
573	0.8146801124	0.4175676904
574	0.8150107456	0.4175656017
575	0.8150107456	0.4175541357
576	0.8153413787	0.4175289748
577	0.8155066953	0.4175094836
578	0.8153413787	0.4174888932
579	0.8151760622	0.4174643969
580	0.8153413787	0.4174602542
581	0.8151760622	0.4174410881
582	0.8151760622	0.4173319468
583	0.8151760622	0.4173211574
584	0.8151760622	0.4172693802
585	0.8150107456	0.4172361343
586	0.8150107456	0.4172113339
587	0.8151760622	0.4171465134
588	0.8151760622	0.4171426979
589	0.8150107456	0.4170872889
590	0.8150107456	0.4170764737
591	0.8150107456	0.4170671445
592	0.8150107456	0.4170614619
593	0.8150107456	0.4170464545
594	0.814845429	0.4170224285
595	0.8150107456	0.4169992243
596	0.8150107456	0.4169919235
597	0.814845429	0.4169489716
598	0.8150107456	0.4169438309
599	0.8150107456	0.4169230357
600	0.8150107456	0.4169208303
601	0.8151760622	0.4168724509
602	0.8150107456	0.4168596206
603	0.8150107456	0.4168543902
604	0.8150107456	0.4168478492
605	0.8150107456	0.4168336854
606	0.8150107456	0.4168117995
607	0.8151760622	0.4167809119
608	0.8151760622	0.4167563476
609	0.8150107456	0.4167503339
610	0.8151760622	0.4167356362
611	0.8150107456	0.4166865994
612	0.8151760622	0.4166806317
613	0.8153413787	0.4166055055
614	0.8155066953	0.4165961648
615	0.8150107456	0.4165069786
616	0.8150107456	0.4165024584
617	0.8150107456	0.4164670916
618	0.8151760622	0.4164612567
619	0.8151760622	0.4164268266
620	0.8151760622	0.4164154337
621	0.8150107456	0.4164037368
622	0.8151760622	0.4163704738
623	0.8153413787	0.4163589178
624	0.8151760622	0.4163048191
625	0.8151760622	0.4162960989
626	0.8150107456	0.4162857728
627	0.814845429	0.4162348484
628	0.8150107456	0.4162070472
629	0.8150107456	0.4160386854
630	0.814845429	0.4160268923
631	0.814845429	0.4160163052
632	0.8150107456	0.4159826138
633	0.8153413787	0.415904501
634	0.8151760622	0.4158909515
635	0.8151760622	0.4158889017
636	0.8151760622	0.4158833706
637	0.8150107456	0.415856501
638	0.8151760622	0.4158223178
639	0.8153413787	0.4157895684
640	0.8151760622	0.4157848552
641	0.8151760622	0.4157666294
642	0.8151760622	0.4157548826
643	0.8150107456	0.4157488924
644	0.8151760622	0.4157423654
645	0.8151760622	0.415699972
646	0.8151760622	0.415691223
647	0.8153413787	0.4156406671
648	0.8153413787	0.415629586
649	0.8153413787	0.4156166854
650	0.8151760622	0.4156053575
651	0.8151760622	0.4155713056
652	0.8151760622	0.4155324723
653	0.8151760622	0.4155110362
654	0.8153413787	0.415493738
655	0.8151760622	0.4154495346
656	0.8153413787	0.4154155906
657	0.8150107456	0.415359724
658	0.8151760622	0.4153228574
659	0.8150107456	0.4153118455
660	0.814845429	0.4152900528
661	0.814845429	0.4152842719
662	0.814845429	0.4152744055
663	0.814845429	0.4152638751
664	0.8150107456	0.4152317203
665	0.8150107456	0.4152137466
666	0.8150107456	0.4151435627
667	0.8151760622	0.4151275692
668	0.8151760622	0.4151148189
669	0.8151760622	0.4150499723
670	0.814845429	0.4150300701
671	0.814845429	0.4150170751
672	0.814845429	0.414988779
673	0.814845429	0.4149600921
674	0.8150107456	0.4149247433
675	0.8151760622	0.4149057856
676	0.8153413787	0.41489324
677	0.8153413787	0.4148771059
678	0.8151760622	0.4148582953
679	0.8151760622	0.4148005432
680	0.8151760622	0.4147946711
681	0.8151760622	0.4147541962
682	0.8153413787	0.4146612827
683	0.8153413787	0.4146446619
684	0.8151760622	0.4146114906
685	0.8151760622	0.414607343
686	0.8151760622	0.4145802266
687	0.8151760622	0.4145451721
688	0.8153413787	0.4145262416
689	0.8153413787	0.4145006694
690	0.8155066953	0.414484622
691	0.8158373285	0.4144752969
692	0.8155066953	0.4144186359
693	0.8153413787	0.4144138671
694	0.8155066953	0.4143812283
695	0.8156720119	0.4143779613
696	0.8156720119	0.4143725834
697	0.8160026451	0.4143474914
698	0.8158373285	0.4143430775
699	0.8161679616	0.4143397943
700	0.8161679616	0.414309016
701	0.8160026451	0.4142982525
702	0.8160026451	0.414293837
703	0.8160026451	0.4142909319
704	0.8158373285	0.4142769963
705	0.8161679616	0.4142318604
706	0.8161679616	0.4142051494
707	0.8160026451	0.4142023363
708	0.8161679616	0.4141955469
709	0.8160026451	0.4141874741
710	0.8161679616	0.4141737222
711	0.8160026451	0.4141487739
712	0.8160026451	0.4141394968
713	0.8160026451	0.4141157674
714	0.8160026451	0.4140837637
715	0.8160026451	0.4140331501
716	0.8160026451	0.4140017921
717	0.8158373285	0.4139766101
718	0.8158373285	0.4139585777
719	0.8158373285	0.4139206387
720	0.8158373285	0.4139183525
721	0.8160026451	0.4138981292
722	0.8160026451	0.4138931726
723	0.8156720119	0.4138745487
724	0.8158373285	0.4138452947
725	0.8158373285	0.4138306636
726	0.8160026451	0.4138131718
727	0.8160026451	0.413798953
728	0.8160026451	0.4137780125
729	0.8156720119	0.4137605502
730	0.8158373285	0.4137105344
731	0.8156720119	0.4136864326
732	0.8155066953	0.413682716
733	0.8153413787	0.4136674308
734	0.8153413787	0.4136393267
735	0.8153413787	0.4136247738
736	0.8155066953	0.413574159
737	0.8155066953	0.4135592408
738	0.8155066953	0.4135544505
739	0.8155066953	0.4135319266
740	0.8155066953	0.4135301966
741	0.8155066953	0.4135243636
742	0.8156720119	0.4134975582
743	0.8155066953	0.4134596401
744	0.8155066953	0.4134589802
745	0.8156720119	0.4134175721
746	0.8155066953	0.4133530264
747	0.8158373285	0.4133486063
748	0.8158373285	0.4133280073
749	0.8158373285	0.413320509
750	0.8158373285	0.4133030957
751	0.8158373285	0.4132504492
752	0.8158373285	0.4132462418
753	0.8161679616	0.4132223077
754	0.8160026451	0.4131555768
755	0.8161679616	0.4131432724
756	0.8161679616	0.4129942642
757	0.8161679616	0.4129653944
758	0.8161679616	0.4129467677
759	0.8161679616	0.4129455028
760	0.8161679616	0.4128057766
761	0.8161679616	0.412798426
762	0.8160026451	0.4127874077
763	0.8161679616	0.4126518114
764	0.8161679616	0.4125668924
765	0.8161679616	0.4125256777
766	0.8161679616	0.412520115
767	0.8161679616	0.4125060448
768	0.8161679616	0.4124758127
769	0.8161679616	0.4124609348
770	0.8163332782	0.4124316776
771	0.8163332782	0.4124177487
772	0.8161679616	0.4123945837
773	0.8161679616	0.412329876
774	0.8163332782	0.4123068114
775	0.8163332782	0.4123029023
776	0.8163332782	0.4122935803
777	0.8163332782	0.4122931678
778	0.8166639114	0.4122770989
779	0.8166639114	0.4122642114
780	0.8164985948	0.4122376739
781	0.8164985948	0.4122258243
782	0.8164985948	0.4122247401
783	0.8166639114	0.4122081387
784	0.8166639114	0.4121685903
785	0.8163332782	0.4121496601
786	0.8164985948	0.412128376
787	0.8164985948	0.4121145902
788	0.8164985948	0.4120923977
789	0.8166639114	0.41208212
790	0.8163332782	0.4120780233
791	0.8163332782	0.4120671538
792	0.8163332782	0.4120559051
793	0.8161679616	0.4120416387
794	0.8164985948	0.4120349775
795	0.8164985948	0.4119888934
796	0.8164985948	0.4119644248
797	0.8164985948	0.4119558959
798	0.8164985948	0.4119429577
799	0.8164985948	0.411919377
800	0.8166639114	0.4118699539
801	0.816829228	0.4118615534
802	0.816829228	0.4118583711
803	0.816829228	0.4118558037
804	0.8166639114	0.4118471286
805	0.8166639114	0.4118393788
806	0.816829228	0.4117859115
807	0.816829228	0.4117170742
808	0.816829228	0.4117046032
809	0.816829228	0.4117002346
810	0.8166639114	0.4116914418
811	0.816829228	0.4116823153
812	0.816829228	0.4116720265
813	0.816829228	0.4116516377
814	0.8166639114	0.4116398167
815	0.8166639114	0.4116371508
816	0.8166639114	0.4116342965
817	0.8166639114	0.4115879767
818	0.8166639114	0.4115777752
819	0.8166639114	0.4115603809
820	0.8166639114	0.4115097335
821	0.8166639114	0.4114679886
822	0.8164985948	0.4114531361
823	0.8164985948	0.41143838
824	0.8166639114	0.4114304802
825	0.8166639114	0.4113990597
826	0.8166639114	0.4113877809
827	0.8166639114	0.4113843715
828	0.816829228	0.4113370353
829	0.8166639114	0.4113239399
830	0.8166639114	0.4113100508
831	0.816829228	0.4113062625
832	0.816829228	0.411276121
833	0.8166639114	0.4112400499
834	0.8166639114	0.4112004686
835	0.8166639114	0.4111875732
836	0.8166639114	0.411147159
837	0.8166639114	0.4110978474
838	0.8166639114	0.4110946486
839	0.816829228	0.4110834253
840	0.8173251777	0.4110547256
841	0.8174904943	0.4110450195
842	0.8171598611	0.4110315154
843	0.8173251777	0.4110132806
844	0.8173251777	0.411008435
845	0.8173251777	0.4109998039
846	0.8171598611	0.4109990632
847	0.8171598611	0.4109859951
848	0.8173251777	0.4109765936
849	0.8173251777	0.4109622089
850	0.8173251777	0.4109616139
851	0.8173251777	0.4109381499
852	0.8174904943	0.4108966005
853	0.8174904943	0.4108916435
854	0.8173251777	0.4108666601
855	0.8176558109	0.4108550772
856	0.8176558109	0.4108022903
857	0.8174904943	0.4107993858
858	0.8178211275	0.4107831251
859	0.8178211275	0.4107763851
860	0.8181517606	0.4107259073
861	0.8181517606	0.4107225844
862	0.817986444	0.4107048287
863	0.8178211275	0.4106765309
864	0.8178211275	0.4106671542
865	0.817986444	0.4106443747
866	0.8181517606	0.4106100846
867	0.8183170772	0.4105966775
868	0.8183170772	0.4104928918
869	0.8183170772	0.4104591982
870	0.817986444	0.4104391452
871	0.817986444	0.4104376647
872	0.817986444	0.410436473
873	0.8178211275	0.4104270089
874	0.817986444	0.4103896086
875	0.817986444	0.4103821032
876	0.8178211275	0.4103710443
877	0.8174904943	0.4103420279
878	0.8173251777	0.4103115224
879	0.8173251777	0.4102785824
880	0.8171598611	0.4102534453
881	0.8174904943	0.4102381868
882	0.8176558109	0.4102254815
883	0.8174904943	0.4102189486
884	0.8174904943	0.4101974062
